Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityScore,RetentionOpportunityLevel,RecommendedAction,Attrition
Sales,Sales Executive,3,7,6,7,6,3,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,6,4,1,3,0,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Manager,5,1,0,0,0,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,2,2,2,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,3,2,0,2,3,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Manager,5,1,0,0,1,2,4,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,10,9,6,8,3,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,8,2,7,7,3,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,4,1,2,2,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,6,4,0,2,0,3,2,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,0,0,1,5,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Manager,4,26,0,0,12,5,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,1,0,0,3,3,2,0,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,4,2,1,3,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,4,30,8,12,13,3,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,3,2,0,2,3,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,5,22,7,1,10,4,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,6,4,1,1,3,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,10,7,1,4,3,3,1,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,7,4,5,2,3,1,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,2,0,3,3,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,3,2,1,1,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,9,7,7,2,3,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,9,6,1,4,3,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,7,7,7,7,3,3,1,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,7,7,0,7,3,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,16,15,1,10,2,3,1,3,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,5,3,0,0,5,4,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,2,2,2,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,0,0,0,0,2,3,4,1,Low,0,Low,No Immediate Action,1
Human Resources,Manager,5,5,2,1,0,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,10,8,0,7,3,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,18,15,14,12,2,3,3,5,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,14,11,2,9,5,3,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,4,3,0,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,9,2,3,8,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,10,7,3,9,3,3,4,3,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,5,4,0,2,6,3,3,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,13,12,6,0,3,3,1,4,Medium,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,8,4,7,7,2,3,2,4,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,4,2,3,3,2,3,4,2,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,2,10,7,0,2,3,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Manager,4,2,2,2,2,3,4,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,2,2,2,2,3,4,2,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,6,3,1,3,2,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,3,2,0,2,0,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,2,1,2,0,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,4,2,0,3,3,3,1,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,5,2,1,4,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,3,2,0,2,6,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,7,7,0,7,6,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,5,4,1,0,3,4,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,4,4,2,1,2,2,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,3,14,11,1,11,3,3,1,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,2,2,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,11,8,7,9,2,3,2,5,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,4,3,1,3,4,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,4,15,11,2,12,3,3,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,3,2,1,2,6,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,5,4,0,4,3,4,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Manager,4,10,8,4,7,6,4,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Research Director,4,14,10,6,11,3,4,3,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,11,9,6,7,2,4,4,5,Medium,0,Low,No Immediate Action,1
Research & Development,Research Scientist,2,13,11,2,9,4,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,0,0,9,3,3,2,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,6,2,0,4,5,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,9,5,1,6,4,3,2,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,0,0,2,2,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,2,2,2,2,2,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,4,3,3,3,3,4,2,2,Low,0,Low,No Immediate Action,0
Sales,Manager,4,3,2,1,2,2,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Manager,4,8,7,0,0,2,3,3,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,3,2,0,0,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,0,2,3,3,1,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,6,5,1,2,2,4,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,3,2,0,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,2,2,2,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,4,1,2,2,3,3,2,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,0,0,0,0,5,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,4,3,1,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,9,7,7,7,3,3,3,4,Medium,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,1,0,0,0,2,3,2,1,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,7,7,5,7,5,4,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,2,1,2,1,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,15,10,4,13,3,3,4,3,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,1,0,0,0,2,4,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,14,11,2,13,6,3,2,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,6,3,1,3,2,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,10,9,8,7,3,3,4,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Representative,1,3,2,0,2,2,4,4,1,Low,0,Low,No Immediate Action,1
Research & Development,Healthcare Representative,3,8,7,6,7,2,3,4,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,4,1,4,2,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,9,8,8,3,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,0,4,1,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,10,8,8,7,3,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,3,1,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,2,13,7,6,7,2,3,4,5,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,23,15,14,4,3,4,3,4,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,1,0,0,0,2,3,3,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,4,23,5,14,10,3,3,3,3,Medium,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,3,2,0,2,3,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,4,21,6,8,6,2,3,2,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,2,1,3,3,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,2,0,3,2,3,3,1,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,2,3,2,1,2,4,3,2,0,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,1,0,0,0,3,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,6,2,1,2,2,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,10,7,0,9,3,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,7,7,0,7,3,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,10,0,0,8,2,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,1,0,0,0,3,3,2,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,10,6,0,3,5,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,2,2,2,3,3,1,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,0,0,0,0,2,3,2,1,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,3,2,1,2,3,3,2,0,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,5,4,1,4,3,4,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,9,8,5,8,2,3,4,5,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,3,4,3,0,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Manager,5,21,8,12,8,3,3,2,4,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,3,5,0,0,3,2,4,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,9,7,0,7,2,3,1,3,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,2,2,2,1,2,3,4,2,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,4,2,1,2,0,3,4,2,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,5,2,0,2,3,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,6,2,1,4,5,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,2,2,3,3,2,1,Low,0,Low,No Immediate Action,1
Research & Development,Healthcare Representative,2,3,2,0,2,5,3,3,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,7,7,1,7,2,3,1,3,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,0,1,2,3,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,11,7,1,7,2,3,2,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,1,0,4,1,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,0,0,0,0,2,4,1,1,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,6,1,0,5,4,3,2,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,1,0,0,0,2,3,3,1,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,1,0,0,0,2,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,7,0,1,7,3,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,7,7,0,7,3,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,1,0,1,0,2,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,1,0,0,0,4,3,3,0,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,5,3,0,4,6,4,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,5,1,0,0,0,2,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,9,8,1,7,2,3,2,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,3,0,4,2,4,1,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,15,14,0,7,3,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,4,3,2,0,2,2,4,3,1,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,9,7,1,8,5,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,2,2,2,3,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,1,0,1,0,3,3,2,0,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,5,4,0,4,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,0,0,0,6,3,1,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,12,7,5,7,3,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Manager,3,2,2,2,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,2,0,3,2,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,5,2,1,2,2,3,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,12,8,5,7,1,3,1,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,2,3,2,3,2,3,Medium,0,Low,No Immediate Action,1
Human Resources,Human Resources,2,10,0,4,7,4,3,2,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,7,7,7,2,3,4,5,Medium,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,10,8,7,6,1,3,1,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,0,3,6,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,3,4,3,2,2,3,4,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,2,2,2,3,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,4,3,0,2,5,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,0,0,0,0,2,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,7,7,1,7,6,3,4,2,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,11,10,3,8,3,3,2,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,7,1,0,7,3,3,1,0,Low,0,Low,No Immediate Action,1
Research & Development,Manufacturing Director,2,10,3,0,8,4,3,1,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,2,1,2,2,6,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,3,2,1,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,3,2,1,2,3,3,2,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,22,14,13,5,3,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,7,7,0,2,3,3,3,2,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,5,1,1,4,3,3,2,0,Low,0,Low,No Immediate Action,1
Research & Development,Healthcare Representative,2,9,7,3,7,2,4,2,4,Medium,0,Low,No Immediate Action,1
Research & Development,Healthcare Representative,2,5,3,0,3,3,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,8,4,8,5,4,3,3,Medium,0,Low,No Immediate Action,0
Sales,Manager,4,16,9,14,14,0,4,2,6,High,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,4,0,3,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,22,11,14,10,4,3,2,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,7,4,7,7,3,3,1,3,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,7,1,1,7,2,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,3,2,2,2,3,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,3,2,1,2,3,4,1,0,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,2,4,2,0,3,4,4,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,3,1,2,4,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,4,2,2,2,2,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,0,0,0,0,4,3,3,0,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,1,0,0,0,4,3,1,0,Low,0,Low,No Immediate Action,1
Human Resources,Human Resources,1,2,2,2,0,3,3,1,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,8,7,5,7,3,4,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,1,0,0,0,2,4,2,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,7,7,7,7,5,4,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,4,0,2,3,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,11,8,3,10,3,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,0,0,0,0,2,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,6,3,3,3,1,4,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,2,2,2,0,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,3,9,8,4,7,4,3,4,3,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,3,2,2,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,7,0,1,6,3,3,3,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,0,0,0,0,3,3,3,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,2,2,2,3,3,2,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,4,19,17,2,8,5,3,1,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Representative,2,9,8,5,8,5,4,3,4,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,1,0,0,0,3,3,2,0,Low,0,Low,No Immediate Action,0
Research & Development,Manager,5,16,12,6,14,2,3,3,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Director,5,22,10,12,9,3,3,2,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,1,0,1,0,3,4,4,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,3,8,7,0,7,2,4,2,3,Medium,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,7,6,7,3,2,3,1,5,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,2,2,2,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,2,0,4,2,4,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,1,0,0,0,3,3,2,0,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,1,0,0,0,3,3,4,0,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,1,0,0,0,2,4,2,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,10,9,1,7,4,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,10,8,0,2,2,3,3,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,3,5,3,1,0,3,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,3,2,1,2,2,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,5,3,0,4,2,4,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,3,2,0,2,2,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,9,8,3,8,2,3,4,4,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,2,10,1,0,8,2,4,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Manager,4,19,7,11,16,3,3,1,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,1,0,1,0,3,3,3,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,8,7,0,7,5,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Manager,4,22,17,4,7,3,3,4,3,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,2,0,2,2,5,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,2,3,0,2,4,1,2,Low,0,Low,No Immediate Action,1
Research & Development,Laboratory Technician,1,4,2,1,0,3,3,4,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,4,2,1,3,1,3,2,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,4,1,4,3,4,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,3,13,7,5,7,3,3,1,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,2,1,4,2,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,4,2,0,1,3,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,2,2,2,2,0,3,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,7,7,7,7,3,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,4,2,0,3,3,3,3,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,4,0,9,2,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,7,7,0,7,2,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Representative,1,1,0,0,0,3,3,1,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,3,2,1,2,1,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,1,2,3,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,15,10,6,11,3,3,4,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,2,0,2,2,0,3,3,3,Medium,0,Low,No Immediate Action,1
Research & Development,Research Scientist,2,8,7,1,7,4,3,2,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,0,0,0,0,3,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,10,0,7,9,3,4,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,20,11,0,7,3,3,2,2,Low,0,Low,No Immediate Action,0
Sales,Manager,4,1,0,0,0,2,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,1,0,3,2,3,3,1,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,1,5,2,0,3,0,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,5,5,4,4,3,3,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,0,0,0,0,4,3,4,0,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,1,0,0,0,2,3,2,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,5,3,0,4,2,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,1,4,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,2,2,3,3,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,4,0,2,3,4,2,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,14,8,2,1,3,4,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,3,8,7,1,1,2,3,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,7,7,7,6,6,3,1,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,5,3,0,2,5,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,5,1,1,2,6,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,10,8,8,7,6,4,1,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,4,1,0,3,2,3,4,1,Low,0,Low,No Immediate Action,1
Sales,Sales Representative,1,1,0,0,0,3,3,1,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,8,0,9,2,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,7,7,0,7,5,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,1,0,0,0,1,4,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,7,0,8,4,3,4,2,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,3,2,2,2,2,2,3,1,2,Low,0,Low,No Immediate Action,1
Research & Development,Research Scientist,2,4,3,2,3,6,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,9,7,2,8,2,4,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,10,9,0,9,1,3,3,3,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,6,2,1,2,2,3,2,1,Low,0,Low,No Immediate Action,0
Human Resources,Manager,5,10,9,1,4,0,3,2,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,0,0,0,4,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,4,20,8,11,10,3,3,1,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,20,9,3,7,2,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Director,3,11,7,4,8,2,4,3,4,Medium,0,Low,No Immediate Action,0
